you're	3.6200366720055746	126/23139	144/60068	0.0054	0.0024
not	3.3373583962666515	126/23139	155/60068	0.0054	0.0026
because	2.64707090857713	83/23139	104/60068	0.0036	0.0017
you_are	2.4234210447961835	86/23139	117/60068	0.0037	0.0019
is	2.1476501600598454	287/23139	555/60068	0.0124	0.0092
being	2.112543398920484	55/23139	70/60068	0.0024	0.0012
of	1.5582396719258584	246/23139	508/60068	0.0106	0.0085
you	1.542948037858622	863/23139	1995/60068	0.0373	0.0332
*	1.4890952103207173	47/23139	72/60068	0.002	0.0012
'	1.4877303324108917	49/23139	76/60068	0.0021	0.0013
by	1.457049325460339	43/23139	65/60068	0.0019	0.0011
me	1.4499825259471097	108/23139	202/60068	0.0047	0.0034
that	1.3891382939580341	341/23139	746/60068	0.0147	0.0124
but	1.370759883965196	149/23139	298/60068	0.0064	0.005
or	1.297856075625605	77/23139	141/60068	0.0033	0.0023
are	1.262388051956342	90/23139	171/60068	0.0039	0.0028
how	1.259534453567309	61/23139	108/60068	0.0026	0.0018
then	1.193915106297442	40/23139	66/60068	0.0017	0.0011
?	1.190356059638426	38/23139	62/60068	0.0016	0.001
just	1.122926712503323	111/23139	225/60068	0.0048	0.0037
if	1.0082341337844012	61/23139	117/60068	0.0026	0.0019
people	0.9427947577146025	40/23139	73/60068	0.0017	0.0012
was	0.9313403254723749	38/23139	69/60068	0.0016	0.0011
think	0.8833365934058525	36/23139	66/60068	0.0016	0.0011
,_but	0.7901677143027442	96/23139	207/60068	0.0041	0.0034
say	0.7284976864042157	46/23139	93/60068	0.002	0.0015
about	0.7042549777446317	82/23139	178/60068	0.0035	0.003
it's	0.6946550800049807	67/23139	143/60068	0.0029	0.0024
a	0.6153509506739377	338/23139	814/60068	0.0146	0.0136
as	0.574610769082309	119/23139	274/60068	0.0051	0.0046
my	0.5310914486492218	368/23139	898/60068	0.0159	0.0149
your	0.5303457073842355	389/23139	951/60068	0.0168	0.0158
up	0.5054790657925955	39/23139	84/60068	0.0017	0.0014
be	0.4705625056200907	36/23139	78/60068	0.0016	0.0013
when	0.43499547531099403	53/23139	120/60068	0.0023	0.002
in	0.42580812611380425	227/23139	553/60068	0.0098	0.0092
at	0.41912486451722736	42/23139	94/60068	0.0018	0.0016
any	0.38026778402399053	29/23139	64/60068	0.0013	0.0011
an	0.3388307295275362	47/23139	109/60068	0.002	0.0018
here	0.3350742155452971	40/23139	92/60068	0.0017	0.0015
i'm	0.08024051444626747	65/23139	165/60068	0.0028	0.0027
like	0.05166410666017167	80/23139	205/60068	0.0035	0.0034
see	0.045938769976778496	24/23139	61/60068	0.001	0.001
the	0.037487566309900355	454/23139	1174/60068	0.0196	0.0195
something	-0.0458460634400729	23/23139	61/60068	0.001	0.001
what	-0.05613514100719944	79/23139	208/60068	0.0034	0.0035
one	-0.09291531247559917	24/23139	65/60068	0.001	0.0011
that's	-0.09291531247559917	24/23139	65/60068	0.001	0.0011
make	-0.24274951792559255	26/23139	75/60068	0.0011	0.0012
our	-0.2501809181642195	160/23139	434/60068	0.0069	0.0072
out	-0.27487960276888423	22/23139	65/60068	0.001	0.0011
.	-0.2912830973508607	1466/23139	3867/60068	0.0634	0.0644
do	-0.35528818998156764	54/23139	156/60068	0.0023	0.0026
some	-0.36838501051313394	36/23139	107/60068	0.0016	0.0018
way	-0.4494514018333658	25/23139	79/60068	0.0011	0.0013
so	-0.4674513136307899	88/23139	255/60068	0.0038	0.0042
know	-0.4957833123738802	36/23139	112/60068	0.0016	0.0019
i_think	-0.5320643400894408	45/23139	139/60068	0.0019	0.0023
them	-0.5516596519357608	30/23139	97/60068	0.0013	0.0016
would	-0.5558003430713397	19/23139	65/60068	0.0008	0.0011
well	-0.6853659200866147	17/23139	63/60068	0.0007	0.001
have	-0.7372765999747025	134/23139	400/60068	0.0058	0.0067
really	-0.7620520993324503	36/23139	123/60068	0.0016	0.002
more	-0.7840670023851127	33/23139	115/60068	0.0014	0.0019
if_you	-0.8326588302249613	57/23139	188/60068	0.0025	0.0031
with	-0.8625027279699553	136/23139	415/60068	0.0059	0.0069
support	-0.8775636246360459	16/23139	66/60068	0.0007	0.0011
also	-0.8841881579426355	29/23139	107/60068	0.0013	0.0018
you_can	-0.8904342034645432	26/23139	98/60068	0.0011	0.0016
we_have	-0.9009254357447976	17/23139	70/60068	0.0007	0.0012
this	-0.9267064622352458	81/23139	263/60068	0.0035	0.0044
will	-0.9273356871179335	32/23139	118/60068	0.0014	0.002
(	-0.9913034169929804	26/23139	102/60068	0.0011	0.0017
it	-1.0799726488357992	167/23139	520/60068	0.0072	0.0087
to	-1.083474038418218	408/23139	1190/60068	0.0176	0.0198
though	-1.0894618673397791	13/23139	63/60068	0.0006	0.001
we	-1.149714091817235	81/23139	277/60068	0.0035	0.0046
get	-1.171541362842338	40/23139	154/60068	0.0017	0.0026
-	-1.198727614859396	18/23139	84/60068	0.0008	0.0014
)	-1.2190056614458786	28/23139	118/60068	0.0012	0.002
very	-1.2614683611481348	15/23139	76/60068	0.0006	0.0013
good	-1.42636138950698	18/23139	93/60068	0.0008	0.0015
time	-1.4449694360145013	15/23139	83/60068	0.0006	0.0014
all	-1.445167784766286	64/23139	244/60068	0.0028	0.0041
/	-1.4536795400361189	13/23139	76/60068	0.0006	0.0013
on	-1.5056081456071275	90/23139	328/60068	0.0039	0.0055
for	-1.621839502354478	162/23139	553/60068	0.007	0.0092
from	-1.679973314959954	31/23139	150/60068	0.0013	0.0025
work	-1.68390483978624	14/23139	89/60068	0.0006	0.0015
i	-1.7274757509550414	227/23139	754/60068	0.0098	0.0126
help	-1.8894009880649958	7/23139	69/60068	0.0003	0.0011
in_my_experience	-1.9228178963926388	9/23139	79/60068	0.0004	0.0013
,	-2.1693008432936742	681/23139	2109/60068	0.0294	0.0351
and	-2.2515136157633315	456/23139	1482/60068	0.0197	0.0247
experience	-2.3532615980921605	5/23139	80/60068	0.0002	0.0013
i_love	-2.6611282414766078	8/23139	110/60068	0.0003	0.0018
!	-3.158648493333732	51/23139	319/60068	0.0022	0.0053
love	-3.255824314657806	14/23139	174/60068	0.0006	0.0029
thank_you	-3.5572279451385036	6/23139	155/60068	0.0003	0.0026
thank_you_for	-4.689271690881167	3/23139	228/60068	0.0001	0.0038
