the	2.7491787128188956	316/12382	1154/67175	0.0255	0.0172
is	2.600283933587897	183/12382	602/67175	0.0148	0.009
from	2.1159966735704336	47/12382	111/67175	0.0038	0.0017
a	1.2492696942838928	200/12382	867/67175	0.0162	0.0129
of	1.202251336188548	135/12382	562/67175	0.0109	0.0084
or	1.1345174088600782	45/12382	157/67175	0.0036	0.0023
if_you	1.0529042520359775	47/12382	171/67175	0.0038	0.0025
in	1.0465325180998306	135/12382	582/67175	0.0109	0.0087
it	0.9712754000125384	127/12382	553/67175	0.0103	0.0082
are	0.7462592784177361	49/12382	202/67175	0.004	0.003
get	0.7330106277064546	37/12382	147/67175	0.003	0.0022
would	0.7265348593582671	20/12382	71/67175	0.0016	0.0011
know	0.7147026507017907	28/12382	107/67175	0.0023	0.0016
i_think	0.6773753873399236	33/12382	132/67175	0.0027	0.002
*	0.6558096857751022	24/12382	92/67175	0.0019	0.0014
that	0.6263992294659565	187/12382	904/67175	0.0151	0.0135
if	0.6258122439765408	37/12382	154/67175	0.003	0.0023
do	0.5893217884757185	39/12382	166/67175	0.0031	0.0025
about	0.5209512870651064	46/12382	205/67175	0.0037	0.0031
what	0.5187210157070825	48/12382	215/67175	0.0039	0.0032
an	0.4984758305705159	29/12382	124/67175	0.0023	0.0018
also	0.4787579019924286	25/12382	106/67175	0.002	0.0016
to	0.43666351814338755	246/12382	1245/67175	0.0199	0.0185
work	0.4182668355775094	17/12382	71/67175	0.0014	0.0011
as	0.4101844466645102	67/12382	320/67175	0.0054	0.0048
don't	0.4041053493999659	20/12382	86/67175	0.0016	0.0013
by	0.40059306918156345	21/12382	91/67175	0.0017	0.0014
will	0.3767850941273649	23/12382	102/67175	0.0019	0.0015
was	0.2882096201523127	22/12382	102/67175	0.0018	0.0015
(	0.25202162959874924	21/12382	99/67175	0.0017	0.0015
?	0.25048302233807596	19/12382	89/67175	0.0015	0.0013
-	0.24947087655454298	16/12382	74/67175	0.0013	0.0011
your	0.20742248583307019	203/12382	1062/67175	0.0164	0.0158
with	0.1977510661330196	82/12382	421/67175	0.0066	0.0063
have	0.19167675423114283	83/12382	427/67175	0.0067	0.0064
it's	0.16990302088285872	37/12382	187/67175	0.003	0.0028
make	0.15468091308686216	18/12382	89/67175	0.0015	0.0013
then	0.11346814037251707	17/12382	86/67175	0.0014	0.0013
more	0.07480499562636368	20/12382	104/67175	0.0016	0.0015
way	0.057980807030856445	17/12382	89/67175	0.0014	0.0013
our	0.052263006800675554	86/12382	460/67175	0.0069	0.0068
just	0.040316320062986716	49/12382	262/67175	0.004	0.0039
when	0.03871575093696439	25/12382	133/67175	0.002	0.002
'	-0.024262052870612748	20/12382	110/67175	0.0016	0.0016
different	-0.029516543242769117	13/12382	72/67175	0.001	0.0011
good	-0.03945169213500898	14/12382	78/67175	0.0011	0.0012
how	-0.041787370290249023	26/12382	144/67175	0.0021	0.0021
be	-0.06459967322585097	19/12382	107/67175	0.0015	0.0016
time	-0.10291232054894318	15/12382	87/67175	0.0012	0.0013
we	-0.11394904631245288	51/12382	288/67175	0.0041	0.0043
at	-0.11888371287568382	20/12382	116/67175	0.0016	0.0017
people	-0.13817891209076316	15/12382	89/67175	0.0012	0.0013
no	-0.13910375089530322	12/12382	72/67175	0.001	0.0011
say	-0.14415317293780042	19/12382	112/67175	0.0015	0.0017
see	-0.15027564048193928	14/12382	84/67175	0.0011	0.0013
some	-0.15459430034260865	18/12382	107/67175	0.0015	0.0016
not	-0.204867923691479	41/12382	241/67175	0.0033	0.0036
very	-0.21472749815104236	12/12382	76/67175	0.001	0.0011
on	-0.2716162505686209	55/12382	327/67175	0.0044	0.0049
one	-0.3066573649011981	10/12382	69/67175	0.0008	0.001
well	-0.3066573649011981	10/12382	69/67175	0.0008	0.001
like	-0.3234150541389987	38/12382	235/67175	0.0031	0.0035
out	-0.3565282835957071	12/12382	84/67175	0.001	0.0013
being	-0.36654984408844754	17/12382	115/67175	0.0014	0.0017
here	-0.3680458221373812	15/12382	103/67175	0.0012	0.0015
because	-0.3685679958639932	24/12382	157/67175	0.0019	0.0023
for	-0.39372134235223183	98/12382	587/67175	0.0079	0.0087
.	-0.39693553624390354	772/12382	4332/67175	0.0623	0.0645
help	-0.4037836744494816	9/12382	68/67175	0.0007	0.001
)	-0.41021503013302923	17/12382	118/67175	0.0014	0.0018
now	-0.4758249070298482	9/12382	72/67175	0.0007	0.0011
up	-0.4820808741466111	13/12382	98/67175	0.001	0.0015
think	-0.49739600112061577	13/12382	99/67175	0.001	0.0015
you_are	-0.5760533393607014	24/12382	174/67175	0.0019	0.0026
really	-0.60125724375419	20/12382	151/67175	0.0016	0.0022
we're	-0.6076913576630559	8/12382	73/67175	0.0006	0.0011
but	-0.6287688274258714	59/12382	392/67175	0.0048	0.0058
her	-0.6893909025460514	8/12382	78/67175	0.0006	0.0012
said	-0.7209086609694826	8/12382	80/67175	0.0006	0.0012
,_but	-0.8351829427422509	34/12382	262/67175	0.0027	0.0039
this	-0.8492499084898057	38/12382	289/67175	0.0031	0.0043
respect	-0.9012588159467495	6/12382	77/67175	0.0005	0.0011
them	-1.1344683665611395	9/12382	118/67175	0.0007	0.0018
,	-1.1616821551674228	369/12382	2317/67175	0.0298	0.0345
so	-1.2370943101162373	33/12382	301/67175	0.0027	0.0045
you're	-1.288731809848899	23/12382	237/67175	0.0019	0.0035
all	-1.345958544252471	26/12382	265/67175	0.0021	0.0039
i'm	-1.3913508447744578	17/12382	204/67175	0.0014	0.003
me	-1.5763358634262263	26/12382	293/67175	0.0021	0.0044
i_love	-1.765652564366438	1/12382	103/67175	0.0001	0.0015
you	-1.800539756864789	366/12382	2488/67175	0.0296	0.037
thank_you	-2.0678558401759095	2/12382	148/67175	0.0002	0.0022
and	-2.1140464992511467	211/12382	1624/67175	0.017	0.0242
love	-2.1195560311379102	3/12382	165/67175	0.0002	0.0025
i	-2.146177814776042	99/12382	900/67175	0.008	0.0134
thank_you_for	-2.3648631292461033	4/12382	208/67175	0.0003	0.0031
!	-2.9550242101099986	9/12382	352/67175	0.0007	0.0052
my	-3.5702920897108226	91/12382	1170/67175	0.0073	0.0174
